Bookmaker,Date,Start Time (UTC),Home Team Unparse,Away Team Unparse,Home Odd,Draw Odd,Away Odd,scrapping_time,Date Unparse,Sport,Home Team Std,Away Team Std
Winamax,2025-01-09,2025-01-09T01:30:00Z,Washington Capitals,Vancouver Canucks,1.84,4.2,3.35,,,NHL,WSH - Washington Capitals,VAN - Vancouver Canucks
Winamax,2025-01-09,2025-01-09T01:30:00Z,Chicago Blackhawks,Colorado Avalanche,4.0,4.5,1.64,,,NHL,CHI - Chicago Black Hawks/Blackhawks,COL - Colorado Avalanche
Winamax,2025-01-09,2025-01-09T04:00:00Z,Utah Hockey Club,Florida Panthers,2.6,3.9,2.1,,,NHL,UTA - Utah Hockey Club,FLA - Florida Panthers
Winamax,2025-01-09,2025-01-09T04:30:00Z,Los Angeles Kings,Calgary Flames,1.62,4.2,3.85,,,NHL,LAK - Los Angeles Kings,CGY - Calgary Flames
Zebet,2025-01-09,2025-01-09T01:30:00Z,CHI Blackhawks,CLR Avalanche,4.0,4.5,1.64,,,NHL,CHI - Chicago Black Hawks/Blackhawks,COL - Colorado Avalanche
Zebet,2025-01-09,2025-01-09T01:30:00Z,WAS Capitals,VAN Canucks,1.84,4.2,3.35,,,NHL,WSH - Washington Capitals,VAN - Vancouver Canucks
Zebet,2025-01-09,2025-01-09T04:00:00Z,UTA HockeyClub,FLO Panthers,2.7,4.0,2.15,,,NHL,UTA - Utah Hockey Club,FLA - Florida Panthers
Zebet,2025-01-09,2025-01-09T04:30:00Z,LA Kings,CAL Flames,1.65,4.3,3.95,,,NHL,LAK - Los Angeles Kings,CGY - Calgary Flames
Netbet,,,Chicago Blackhawks,Colorado Avalanche,4.0,4.4,1.63,,,NHL,CHI - Chicago Black Hawks/Blackhawks,COL - Colorado Avalanche
Netbet,,,Washington Capitals,Vancouver Canucks,1.81,4.2,3.3,,,NHL,WSH - Washington Capitals,VAN - Vancouver Canucks
Netbet,,,Utah Hockey Club,Florida Panthers,2.7,4.0,2.1,,,NHL,UTA - Utah Hockey Club,FLA - Florida Panthers
Netbet,,,Los Angeles Kings,Calgary Flames,1.65,4.3,3.9,,,NHL,LAK - Los Angeles Kings,CGY - Calgary Flames
Winamax,2025-01-09,2025-01-09T01:30:00Z,Washington Capitals,Vancouver Canucks,1.84,4.2,3.35,2025-01-08 16:08:57,Demain à 01:30,NHL,WSH - Washington Capitals,VAN - Vancouver Canucks
Winamax,2025-01-09,2025-01-09T01:30:00Z,Chicago Blackhawks,Colorado Avalanche,4.0,4.5,1.64,2025-01-08 16:08:57,Demain à 01:30,NHL,CHI - Chicago Black Hawks/Blackhawks,COL - Colorado Avalanche
Winamax,2025-01-09,2025-01-09T04:00:00Z,Utah Hockey Club,Florida Panthers,2.6,3.9,2.1,2025-01-08 16:08:57,Demain à 04:00,NHL,UTA - Utah Hockey Club,FLA - Florida Panthers
Winamax,2025-01-09,2025-01-09T04:30:00Z,Los Angeles Kings,Calgary Flames,1.62,4.2,3.85,2025-01-08 16:08:57,Demain à 04:30,NHL,LAK - Los Angeles Kings,CGY - Calgary Flames
Zebet,2025-01-09,2025-01-09T01:30:00Z,CHI Blackhawks,CLR Avalanche,4.0,4.5,1.64,2025-01-08 16:08:57,Demain à 01h30,NHL,CHI - Chicago Black Hawks/Blackhawks,COL - Colorado Avalanche
Zebet,2025-01-09,2025-01-09T01:30:00Z,WAS Capitals,VAN Canucks,1.84,4.2,3.35,2025-01-08 16:08:57,Demain à 01h30,NHL,WSH - Washington Capitals,VAN - Vancouver Canucks
Zebet,2025-01-09,2025-01-09T04:00:00Z,UTA HockeyClub,FLO Panthers,2.7,4.05,2.15,2025-01-08 16:08:57,Demain à 04h00,NHL,UTA - Utah Hockey Club,FLA - Florida Panthers
Zebet,2025-01-09,2025-01-09T04:30:00Z,LA Kings,CAL Flames,1.65,4.3,3.95,2025-01-08 16:08:57,Demain à 04h30,NHL,LAK - Los Angeles Kings,CGY - Calgary Flames
Netbet,,,Chicago Blackhawks,Colorado Avalanche,4.0,4.4,1.63,2025-01-08 16:09:17,jeu. 9 janv. 01:30,NHL,CHI - Chicago Black Hawks/Blackhawks,COL - Colorado Avalanche
Netbet,,,Washington Capitals,Vancouver Canucks,1.8,4.2,3.35,2025-01-08 16:09:17,jeu. 9 janv. 01:30,NHL,WSH - Washington Capitals,VAN - Vancouver Canucks
Netbet,,,Utah Hockey Club,Florida Panthers,2.7,4.0,2.1,2025-01-08 16:09:17,jeu. 9 janv. 04:00,NHL,UTA - Utah Hockey Club,FLA - Florida Panthers
Netbet,,,Los Angeles Kings,Calgary Flames,1.65,4.3,3.9,2025-01-08 16:09:18,jeu. 9 janv. 04:30,NHL,LAK - Los Angeles Kings,CGY - Calgary Flames
Winamax,2025-01-10,2025-01-10T01:00:00Z,New York Rangers,New Jersey Devils,3.1,4.0,1.84,2025-01-09 10:23:26,Demain à 01:00,NHL,NYR - New York Rangers,NJD - New Jersey Devils
Winamax,2025-01-10,2025-01-10T01:00:00Z,Philadelphia Flyers,Dallas Stars,3.0,4.0,1.88,2025-01-09 10:23:26,Demain à 01:00,NHL,PHI - Philadelphia Flyers,DAL - Dallas Stars
Winamax,2025-01-10,2025-01-10T01:00:00Z,Pittsburgh Penguins,Edmonton Oilers,3.25,4.1,1.76,2025-01-09 10:23:26,Demain à 01:00,NHL,PIT - Pittsburgh Penguins,EDM - Edmonton Oilers
Winamax,2025-01-10,2025-01-10T01:00:00Z,Columbus Blue Jackets,Seattle Kraken,2.35,3.85,2.3,2025-01-09 10:23:26,Demain à 01:00,NHL,CBJ - Columbus Blue Jackets,SEA - Seattle Kraken
Winamax,2025-01-10,2025-01-10T01:00:00Z,Tampa Bay Lightning,Boston Bruins,1.92,3.9,2.95,2025-01-09 10:23:26,Demain à 01:00,NHL,TBL - Tampa Bay Lightning,BOS - Boston Bruins
Winamax,2025-01-10,2025-01-10T01:00:00Z,Ottawa Senators,Buffalo Sabres,1.96,3.85,2.85,2025-01-09 10:23:26,Demain à 01:00,NHL,OTT - Ottawa Senators,BUF - Buffalo Sabres
Winamax,2025-01-10,2025-01-10T01:30:00Z,Carolina Hurricanes,Toronto Maple Leafs,1.9,3.85,3.0,2025-01-09 10:23:26,Demain à 01:30,NHL,CAR - Carolina Hurricanes,TOR - Toronto Maple Leafs
Winamax,2025-01-10,2025-01-10T02:00:00Z,St. Louis Blues,Anaheim Ducks,1.76,4.0,3.35,2025-01-09 10:23:26,Demain à 02:00,NHL,STL - St. Louis Blues,ANA - Mighty Ducks of Anaheim/Anaheim Ducks
Winamax,2025-01-10,2025-01-10T02:00:00Z,Minnesota Wild,Colorado Avalanche,2.6,3.85,2.1,2025-01-09 10:23:26,Demain à 02:00,NHL,MIN - Minnesota Wild,COL - Colorado Avalanche
Winamax,2025-01-10,2025-01-10T04:00:00Z,Vegas Golden Knights,New York Islanders,1.84,4.0,3.1,2025-01-09 10:23:26,Demain à 04:00,NHL,VGK - Vegas Golden Knights,NYI - New York Islanders
Zebet,2025-01-10,2025-01-10T01:00:00Z,CLB BJackets,SEA Kraken,2.45,3.95,2.35,2025-01-09 10:23:26,Demain à 01h00,NHL,CBJ - Columbus Blue Jackets,SEA - Seattle Kraken
Zebet,2025-01-10,2025-01-10T01:00:00Z,OTT Senators,BUF Sabres,2.0,4.0,2.95,2025-01-09 10:23:26,Demain à 01h00,NHL,OTT - Ottawa Senators,BUF - Buffalo Sabres
Zebet,2025-01-10,2025-01-10T01:00:00Z,PHI Flyers,DAL Stars,3.1,4.1,1.92,2025-01-09 10:23:26,Demain à 01h00,NHL,PHI - Philadelphia Flyers,DAL - Dallas Stars
Zebet,2025-01-10,2025-01-10T01:00:00Z,TB Lightning,BOS Bruins,1.96,4.0,3.05,2025-01-09 10:23:26,Demain à 01h00,NHL,TBL - Tampa Bay Lightning,BOS - Boston Bruins
Zebet,2025-01-10,2025-01-10T01:00:00Z,NY Rangers,NJ Devils,3.2,4.15,1.87,2025-01-09 10:23:26,Demain à 01h00,NHL,NYR - New York Rangers,NJD - New Jersey Devils
Zebet,2025-01-10,2025-01-10T01:00:00Z,PIT Penguins,EDM Oilers,3.35,4.25,1.8,2025-01-09 10:23:26,Demain à 01h00,NHL,PIT - Pittsburgh Penguins,EDM - Edmonton Oilers
Zebet,2025-01-10,2025-01-10T01:30:00Z,CAR Hurricanes,TOR MapleLeafs,1.94,4.0,3.1,2025-01-09 10:23:26,Demain à 01h30,NHL,CAR - Carolina Hurricanes,TOR - Toronto Maple Leafs
Zebet,2025-01-10,2025-01-10T02:00:00Z,STL Blues,ANA Ducks,1.79,4.15,3.45,2025-01-09 10:23:26,Demain à 02h00,NHL,STL - St. Louis Blues,ANA - Mighty Ducks of Anaheim/Anaheim Ducks
Zebet,2025-01-10,2025-01-10T02:00:00Z,MIN Wild,CLR Avalanche,2.7,3.95,2.15,2025-01-09 10:23:26,Demain à 02h00,NHL,MIN - Minnesota Wild,COL - Colorado Avalanche
Zebet,2025-01-10,2025-01-10T04:00:00Z,VEG GKnights,NY Islanders,1.87,4.1,3.2,2025-01-09 10:23:26,Demain à 04h00,NHL,VGK - Vegas Golden Knights,NYI - New York Islanders
Netbet,,,Columbus Blue Jackets,Seattle Kraken,2.42,4.0,2.32,2025-01-09 10:24:12,ven. 10 janv. 01:00,NHL,CBJ - Columbus Blue Jackets,SEA - Seattle Kraken
Netbet,,,New York Rangers,New Jersey Devils,3.2,4.2,1.85,2025-01-09 10:24:12,ven. 10 janv. 01:00,NHL,NYR - New York Rangers,NJD - New Jersey Devils
Netbet,,,Ottawa Senators,Buffalo Sabres,2.02,4.0,2.87,2025-01-09 10:24:12,ven. 10 janv. 01:00,NHL,OTT - Ottawa Senators,BUF - Buffalo Sabres
Netbet,,,Philadelphia Flyers,Dallas Stars,3.1,4.1,1.9,2025-01-09 10:24:12,ven. 10 janv. 01:00,NHL,PHI - Philadelphia Flyers,DAL - Dallas Stars
Netbet,,,Pittsburgh Penguins,Edmonton Oilers,3.4,4.2,1.78,2025-01-09 10:24:12,ven. 10 janv. 01:00,NHL,PIT - Pittsburgh Penguins,EDM - Edmonton Oilers
Netbet,,,Tampa Bay Lightning,Boston Bruins,1.95,4.0,3.0,2025-01-09 10:24:12,ven. 10 janv. 01:00,NHL,TBL - Tampa Bay Lightning,BOS - Boston Bruins
Netbet,,,Carolina Hurricanes,Toronto Maple Leafs,1.93,3.95,3.1,2025-01-09 10:24:12,ven. 10 janv. 01:30,NHL,CAR - Carolina Hurricanes,TOR - Toronto Maple Leafs
Netbet,,,Minnesota Wild,Colorado Avalanche,2.7,4.0,2.12,2025-01-09 10:24:12,ven. 10 janv. 02:00,NHL,MIN - Minnesota Wild,COL - Colorado Avalanche
Netbet,,,St. Louis Blues,Anaheim Ducks,1.78,4.2,3.45,2025-01-09 10:24:12,ven. 10 janv. 02:00,NHL,STL - St. Louis Blues,ANA - Mighty Ducks of Anaheim/Anaheim Ducks
Netbet,,,Vegas Golden Knights,New York Islanders,1.85,4.1,3.25,2025-01-09 10:24:12,ven. 10 janv. 04:00,NHL,VGK - Vegas Golden Knights,NYI - New York Islanders
Winamax,2025-01-10,2025-01-10T01:00:00Z,New York Rangers,New Jersey Devils,3.1,4.0,1.84,2025-01-09 10:45:46,Demain à 01:00,NHL,NYR - New York Rangers,NJD - New Jersey Devils
Winamax,2025-01-10,2025-01-10T01:00:00Z,Philadelphia Flyers,Dallas Stars,3.0,4.0,1.88,2025-01-09 10:45:46,Demain à 01:00,NHL,PHI - Philadelphia Flyers,DAL - Dallas Stars
Winamax,2025-01-10,2025-01-10T01:00:00Z,Pittsburgh Penguins,Edmonton Oilers,3.25,4.1,1.76,2025-01-09 10:45:46,Demain à 01:00,NHL,PIT - Pittsburgh Penguins,EDM - Edmonton Oilers
Winamax,2025-01-10,2025-01-10T01:00:00Z,Columbus Blue Jackets,Seattle Kraken,2.35,3.85,2.3,2025-01-09 10:45:46,Demain à 01:00,NHL,CBJ - Columbus Blue Jackets,SEA - Seattle Kraken
Winamax,2025-01-10,2025-01-10T01:00:00Z,Tampa Bay Lightning,Boston Bruins,1.92,3.9,2.95,2025-01-09 10:45:46,Demain à 01:00,NHL,TBL - Tampa Bay Lightning,BOS - Boston Bruins
Winamax,2025-01-10,2025-01-10T01:00:00Z,Ottawa Senators,Buffalo Sabres,1.96,3.85,2.85,2025-01-09 10:45:46,Demain à 01:00,NHL,OTT - Ottawa Senators,BUF - Buffalo Sabres
Winamax,2025-01-10,2025-01-10T01:30:00Z,Carolina Hurricanes,Toronto Maple Leafs,1.9,3.85,3.0,2025-01-09 10:45:46,Demain à 01:30,NHL,CAR - Carolina Hurricanes,TOR - Toronto Maple Leafs
Winamax,2025-01-10,2025-01-10T02:00:00Z,St. Louis Blues,Anaheim Ducks,1.76,4.0,3.35,2025-01-09 10:45:46,Demain à 02:00,NHL,STL - St. Louis Blues,ANA - Mighty Ducks of Anaheim/Anaheim Ducks
Winamax,2025-01-10,2025-01-10T02:00:00Z,Minnesota Wild,Colorado Avalanche,2.6,3.85,2.1,2025-01-09 10:45:46,Demain à 02:00,NHL,MIN - Minnesota Wild,COL - Colorado Avalanche
Winamax,2025-01-10,2025-01-10T04:00:00Z,Vegas Golden Knights,New York Islanders,1.84,4.0,3.1,2025-01-09 10:45:46,Demain à 04:00,NHL,VGK - Vegas Golden Knights,NYI - New York Islanders
Zebet,2025-01-10,2025-01-10T01:00:00Z,CLB BJackets,SEA Kraken,2.45,3.95,2.35,2025-01-09 10:45:46,Demain à 01h00,NHL,CBJ - Columbus Blue Jackets,SEA - Seattle Kraken
Zebet,2025-01-10,2025-01-10T01:00:00Z,OTT Senators,BUF Sabres,2.0,4.0,2.95,2025-01-09 10:45:46,Demain à 01h00,NHL,OTT - Ottawa Senators,BUF - Buffalo Sabres
Zebet,2025-01-10,2025-01-10T01:00:00Z,PHI Flyers,DAL Stars,3.1,4.1,1.92,2025-01-09 10:45:46,Demain à 01h00,NHL,PHI - Philadelphia Flyers,DAL - Dallas Stars
Zebet,2025-01-10,2025-01-10T01:00:00Z,TB Lightning,BOS Bruins,1.96,4.0,3.05,2025-01-09 10:45:46,Demain à 01h00,NHL,TBL - Tampa Bay Lightning,BOS - Boston Bruins
Zebet,2025-01-10,2025-01-10T01:00:00Z,NY Rangers,NJ Devils,3.2,4.15,1.87,2025-01-09 10:45:46,Demain à 01h00,NHL,NYR - New York Rangers,NJD - New Jersey Devils
Zebet,2025-01-10,2025-01-10T01:00:00Z,PIT Penguins,EDM Oilers,3.35,4.25,1.8,2025-01-09 10:45:46,Demain à 01h00,NHL,PIT - Pittsburgh Penguins,EDM - Edmonton Oilers
Zebet,2025-01-10,2025-01-10T01:30:00Z,CAR Hurricanes,TOR MapleLeafs,1.94,4.0,3.1,2025-01-09 10:45:46,Demain à 01h30,NHL,CAR - Carolina Hurricanes,TOR - Toronto Maple Leafs
Zebet,2025-01-10,2025-01-10T02:00:00Z,STL Blues,ANA Ducks,1.79,4.15,3.45,2025-01-09 10:45:46,Demain à 02h00,NHL,STL - St. Louis Blues,ANA - Mighty Ducks of Anaheim/Anaheim Ducks
Zebet,2025-01-10,2025-01-10T02:00:00Z,MIN Wild,CLR Avalanche,2.7,3.95,2.15,2025-01-09 10:45:46,Demain à 02h00,NHL,MIN - Minnesota Wild,COL - Colorado Avalanche
Zebet,2025-01-10,2025-01-10T04:00:00Z,VEG GKnights,NY Islanders,1.87,4.1,3.2,2025-01-09 10:45:46,Demain à 04h00,NHL,VGK - Vegas Golden Knights,NYI - New York Islanders
Winamax,2025-01-11,2025-01-11T01:00:00Z,Detroit Red Wings,Chicago Blackhawks,1.86,4.1,3.3,2025-01-10 19:40:40,Demain à 01:00,NHL,DET - Detroit Red Wings,CHI - Chicago Black Hawks/Blackhawks
Winamax,2025-01-11,2025-01-11T01:00:00Z,Carolina Hurricanes,Vancouver Canucks,1.92,4.1,3.2,2025-01-10 19:40:40,Demain à 01:00,NHL,CAR - Carolina Hurricanes,VAN - Vancouver Canucks
Winamax,2025-01-11,2025-01-11T01:05:00Z,Washington Capitals,Montreal Canadiens,1.7,4.4,3.75,2025-01-10 19:40:40,Demain à 01:05,NHL,WSH - Washington Capitals,MTL - Montreal Canadiens
Winamax,2025-01-11,2025-01-11T02:05:00Z,Winnipeg Jets,Los Angeles Kings,2.4,3.95,2.45,2025-01-10 19:40:40,Demain à 02:05,NHL,WPG - Winnipeg Jets,LAK - Los Angeles Kings
Winamax,2025-01-11,2025-01-11T03:05:00Z,Utah Hockey Club,San Jose Sharks,1.58,4.5,4.5,2025-01-10 19:40:40,Demain à 03:05,NHL,UTA - Utah Hockey Club,SJS - San Jose Sharks
Winamax,2025-01-11,2025-01-11T19:00:00Z,Florida Panthers,Boston Bruins,1.88,4.0,3.0,2025-01-10 19:40:40,Demain à 19:00,NHL,FLA - Florida Panthers,BOS - Boston Bruins
Winamax,2025-01-11,2025-01-11T22:00:00Z,Buffalo Sabres,Seattle Kraken,2.05,3.85,2.6,2025-01-10 19:40:40,Demain à 22:00,NHL,BUF - Buffalo Sabres,SEA - Seattle Kraken
Winamax,2025-01-11,2025-01-11T22:00:00Z,Pittsburgh Penguins,Ottawa Senators,2.35,3.85,2.2,2025-01-10 19:40:40,Demain à 22:00,NHL,PIT - Pittsburgh Penguins,OTT - Ottawa Senators
Winamax,2025-01-15,2025-01-15T01:00:00Z,Chicago Blackhawks,Edmonton Oilers,4.3,4.2,1.52,2025-01-10 19:40:40,dimanche à 01:00,NHL,CHI - Chicago Black Hawks/Blackhawks,EDM - Edmonton Oilers
Winamax,2025-01-15,2025-01-15T01:00:00Z,New Jersey Devils,Tampa Bay Lightning,1.94,3.95,2.8,2025-01-10 19:40:40,dimanche à 01:00,NHL,NJD - New Jersey Devils,TBL - Tampa Bay Lightning
Winamax,2025-01-15,2025-01-15T01:00:00Z,Winnipeg Jets,Colorado Avalanche,2.45,3.9,2.15,2025-01-10 19:40:40,dimanche à 01:00,NHL,WPG - Winnipeg Jets,COL - Colorado Avalanche
Winamax,2025-01-15,2025-01-15T01:00:00Z,Philadelphia Flyers,Anaheim Ducks,1.7,4.1,3.4,2025-01-10 19:40:40,dimanche à 01:00,NHL,PHI - Philadelphia Flyers,ANA - Mighty Ducks of Anaheim/Anaheim Ducks
Winamax,2025-01-15,2025-01-15T01:00:00Z,Montreal Canadiens,Dallas Stars,3.3,4.0,1.74,2025-01-10 19:40:40,dimanche à 01:00,NHL,MTL - Montreal Canadiens,DAL - Dallas Stars
Winamax,2025-01-15,2025-01-15T01:00:00Z,St. Louis Blues,Columbus Blue Jackets,1.9,3.9,2.9,2025-01-10 19:40:40,dimanche à 01:00,NHL,STL - St. Louis Blues,CBJ - Columbus Blue Jackets
Winamax,2025-01-15,2025-01-15T01:00:00Z,Toronto Maple Leafs,Vancouver Canucks,1.78,3.85,3.25,2025-01-10 19:40:40,dimanche à 01:00,NHL,TOR - Toronto Maple Leafs,VAN - Vancouver Canucks
Winamax,2025-01-15,2025-01-15T02:00:00Z,Nashville Predators,Washington Capitals,2.1,3.85,2.5,2025-01-10 19:40:40,dimanche à 02:00,NHL,NSH - Nashville Predators,WSH - Washington Capitals
Winamax,2025-01-15,2025-01-15T03:00:00Z,Utah Hockey Club,New York Islanders,2.1,3.85,2.5,2025-01-10 19:40:40,dimanche à 03:00,NHL,UTA - Utah Hockey Club,NYI - New York Islanders
Winamax,2025-01-15,2025-01-15T04:00:00Z,Vegas Golden Knights,New York Rangers,1.86,4.0,2.95,2025-01-10 19:40:40,dimanche à 04:00,NHL,VGK - Vegas Golden Knights,NYR - New York Rangers
Winamax,2025-01-15,2025-01-15T04:00:00Z,San Jose Sharks,Minnesota Wild,3.1,3.95,1.8,2025-01-10 19:40:40,dimanche à 04:00,NHL,SJS - San Jose Sharks,MIN - Minnesota Wild
Winamax,2025-01-15,2025-01-15T04:00:00Z,Calgary Flames,Los Angeles Kings,2.55,3.85,2.1,2025-01-10 19:40:40,dimanche à 04:00,NHL,CGY - Calgary Flames,LAK - Los Angeles Kings
Zebet,2025-01-11,2025-01-11T01:00:00Z,WAS Capitals,MON Canadiens,1.7,4.4,3.75,2025-01-10 19:40:41,Demain à 01h00,NHL,WSH - Washington Capitals,MTL - Montreal Canadiens
Zebet,2025-01-11,2025-01-11T01:00:00Z,CAR Hurricanes,VAN Canucks,1.91,4.1,3.15,2025-01-10 19:40:41,Demain à 01h00,NHL,CAR - Carolina Hurricanes,VAN - Vancouver Canucks
Zebet,2025-01-11,2025-01-11T01:00:00Z,DET Red Wings,CHI Blackhawks,1.87,4.15,3.3,2025-01-10 19:40:41,Demain à 01h00,NHL,DET - Detroit Red Wings,CHI - Chicago Black Hawks/Blackhawks
