Bookmaker,Date,Start Time (UTC),Home Team Unparse,Away Team Unparse,Home Odd,Draw Odd,Away Odd,scrapping_time,Date Unparse,Sport,Home Team Std,Away Team Std
Zebet,2025-01-11,2025-01-11T02:00:00Z,WIN Jets,LA Kings,2.4,3.95,2.45,2025-01-10 19:40:41,Demain à 02h00,NHL,WPG - Winnipeg Jets,LAK - Los Angeles Kings
Zebet,2025-01-11,2025-01-11T03:00:00Z,UTA HockeyClub,SJ Sharks,1.58,4.45,4.5,2025-01-10 19:40:41,Demain à 03h00,NHL,UTA - Utah Hockey Club,SJS - San Jose Sharks
Zebet,2025-01-11,2025-01-11T19:00:00Z,FLO Panthers,BOS Bruins,1.91,4.1,3.1,2025-01-10 19:40:41,Demain à 19h00,NHL,FLA - Florida Panthers,BOS - Boston Bruins
Zebet,2025-01-11,2025-01-11T22:00:00Z,BUF Sabres,SEA Kraken,2.1,4.0,2.65,2025-01-10 19:40:41,Demain à 22h00,NHL,BUF - Buffalo Sabres,SEA - Seattle Kraken
Zebet,2025-01-11,2025-01-11T22:00:00Z,PIT Penguins,OTT Senators,2.45,4.0,2.3,2025-01-10 19:40:41,Demain à 22h00,NHL,PIT - Pittsburgh Penguins,OTT - Ottawa Senators
Zebet,2025-01-12,2025-01-12T01:00:00Z,CHI Blackhawks,EDM Oilers,4.45,4.4,1.54,2025-01-10 19:40:41,Le 12/01 à 01h00,NHL,CHI - Chicago Black Hawks/Blackhawks,EDM - Edmonton Oilers
Zebet,2025-01-12,2025-01-12T01:00:00Z,WIN Jets,CLR Avalanche,2.55,4.0,2.2,2025-01-10 19:40:41,Le 12/01 à 01h00,NHL,WPG - Winnipeg Jets,COL - Colorado Avalanche
Zebet,2025-01-12,2025-01-12T01:00:00Z,NJ Devils,TB Lightning,1.97,4.05,2.9,2025-01-10 19:40:41,Le 12/01 à 01h00,NHL,NJD - New Jersey Devils,TBL - Tampa Bay Lightning
Zebet,2025-01-12,2025-01-12T01:00:00Z,MON Canadiens,DAL Stars,3.4,4.15,1.77,2025-01-10 19:40:41,Le 12/01 à 01h00,NHL,MTL - Montreal Canadiens,DAL - Dallas Stars
Zebet,2025-01-12,2025-01-12T01:00:00Z,PHI Flyers,ANA Ducks,1.72,4.25,3.5,2025-01-10 19:40:41,Le 12/01 à 01h00,NHL,PHI - Philadelphia Flyers,ANA - Mighty Ducks of Anaheim/Anaheim Ducks
Zebet,2025-01-12,2025-01-12T01:00:00Z,TOR MapleLeafs,VAN Canucks,1.82,4.0,3.35,2025-01-10 19:40:41,Le 12/01 à 01h00,NHL,TOR - Toronto Maple Leafs,VAN - Vancouver Canucks
Zebet,2025-01-12,2025-01-12T01:00:00Z,STL Blues,CLB BJackets,1.94,4.05,2.95,2025-01-10 19:40:41,Le 12/01 à 01h00,NHL,STL - St. Louis Blues,CBJ - Columbus Blue Jackets
Zebet,2025-01-12,2025-01-12T02:00:00Z,NAS Predators,WAS Capitals,2.15,3.95,2.6,2025-01-10 19:40:41,Le 12/01 à 02h00,NHL,NSH - Nashville Predators,WSH - Washington Capitals
Zebet,2025-01-12,2025-01-12T03:00:00Z,UTA HockeyClub,NY Islanders,2.15,3.95,2.6,2025-01-10 19:40:41,Le 12/01 à 03h00,NHL,UTA - Utah Hockey Club,NYI - New York Islanders
Zebet,2025-01-12,2025-01-12T04:00:00Z,VEG GKnights,NY Rangers,1.9,4.15,3.05,2025-01-10 19:40:41,Le 12/01 à 04h00,NHL,VGK - Vegas Golden Knights,NYR - New York Rangers
Zebet,2025-01-12,2025-01-12T04:00:00Z,SJ Sharks,MIN Wild,3.2,4.1,1.84,2025-01-10 19:40:41,Le 12/01 à 04h00,NHL,SJS - San Jose Sharks,MIN - Minnesota Wild
Zebet,2025-01-12,2025-01-12T04:00:00Z,CAL Flames,LA Kings,2.65,3.95,2.15,2025-01-10 19:40:41,Le 12/01 à 04h00,NHL,CGY - Calgary Flames,LAK - Los Angeles Kings
Winamax,2025-01-11,2025-01-11T01:00:00Z,Detroit Red Wings,Chicago Blackhawks,1.86,4.1,3.3,2025-01-10 22:56:43,Demain à 01:00,NHL,DET - Detroit Red Wings,CHI - Chicago Black Hawks/Blackhawks
Winamax,2025-01-11,2025-01-11T01:00:00Z,Washington Capitals,Montreal Canadiens,1.7,4.4,3.8,2025-01-10 22:56:43,Demain à 01:00,NHL,WSH - Washington Capitals,MTL - Montreal Canadiens
Winamax,2025-01-11,2025-01-11T01:00:00Z,Carolina Hurricanes,Vancouver Canucks,1.94,4.1,3.15,2025-01-10 22:56:43,Demain à 01:00,NHL,CAR - Carolina Hurricanes,VAN - Vancouver Canucks
Winamax,2025-01-11,2025-01-11T02:05:00Z,Winnipeg Jets,Los Angeles Kings,2.4,3.95,2.45,2025-01-10 22:56:43,Demain à 02:05,NHL,WPG - Winnipeg Jets,LAK - Los Angeles Kings
Winamax,2025-01-11,2025-01-11T03:05:00Z,Utah Hockey Club,San Jose Sharks,1.58,4.5,4.5,2025-01-10 22:56:43,Demain à 03:05,NHL,UTA - Utah Hockey Club,SJS - San Jose Sharks
Winamax,2025-01-11,2025-01-11T19:00:00Z,Florida Panthers,Boston Bruins,1.82,4.0,3.15,2025-01-10 22:56:43,Demain à 19:00,NHL,FLA - Florida Panthers,BOS - Boston Bruins
Winamax,2025-01-11,2025-01-11T22:00:00Z,Pittsburgh Penguins,Ottawa Senators,2.35,3.85,2.3,2025-01-10 22:56:43,Demain à 22:00,NHL,PIT - Pittsburgh Penguins,OTT - Ottawa Senators
Winamax,2025-01-11,2025-01-11T22:00:00Z,Buffalo Sabres,Seattle Kraken,2.1,3.9,2.6,2025-01-10 22:56:43,Demain à 22:00,NHL,BUF - Buffalo Sabres,SEA - Seattle Kraken
Winamax,2025-01-15,2025-01-15T01:00:00Z,Toronto Maple Leafs,Vancouver Canucks,1.78,3.85,3.25,2025-01-10 22:56:43,dimanche à 01:00,NHL,TOR - Toronto Maple Leafs,VAN - Vancouver Canucks
Winamax,2025-01-15,2025-01-15T01:00:00Z,Chicago Blackhawks,Edmonton Oilers,4.5,4.3,1.49,2025-01-10 22:56:43,dimanche à 01:00,NHL,CHI - Chicago Black Hawks/Blackhawks,EDM - Edmonton Oilers
Winamax,2025-01-15,2025-01-15T01:00:00Z,Winnipeg Jets,Colorado Avalanche,2.45,3.85,2.15,2025-01-10 22:56:43,dimanche à 01:00,NHL,WPG - Winnipeg Jets,COL - Colorado Avalanche
Winamax,2025-01-15,2025-01-15T01:00:00Z,Montreal Canadiens,Dallas Stars,3.3,4.0,1.74,2025-01-10 22:56:43,dimanche à 01:00,NHL,MTL - Montreal Canadiens,DAL - Dallas Stars
Winamax,2025-01-15,2025-01-15T01:00:00Z,Philadelphia Flyers,Anaheim Ducks,1.72,4.0,3.35,2025-01-10 22:56:43,dimanche à 01:00,NHL,PHI - Philadelphia Flyers,ANA - Mighty Ducks of Anaheim/Anaheim Ducks
Winamax,2025-01-15,2025-01-15T01:00:00Z,New Jersey Devils,Tampa Bay Lightning,1.92,3.95,2.85,2025-01-10 22:56:43,dimanche à 01:00,NHL,NJD - New Jersey Devils,TBL - Tampa Bay Lightning
Winamax,2025-01-15,2025-01-15T01:00:00Z,St. Louis Blues,Columbus Blue Jackets,1.9,3.9,2.9,2025-01-10 22:56:43,dimanche à 01:00,NHL,STL - St. Louis Blues,CBJ - Columbus Blue Jackets
Winamax,2025-01-15,2025-01-15T02:00:00Z,Nashville Predators,Washington Capitals,2.1,3.8,2.55,2025-01-10 22:56:43,dimanche à 02:00,NHL,NSH - Nashville Predators,WSH - Washington Capitals
Winamax,2025-01-15,2025-01-15T03:00:00Z,Utah Hockey Club,New York Islanders,2.1,3.85,2.5,2025-01-10 22:56:43,dimanche à 03:00,NHL,UTA - Utah Hockey Club,NYI - New York Islanders
Winamax,2025-01-15,2025-01-15T04:00:00Z,San Jose Sharks,Minnesota Wild,3.0,3.9,1.86,2025-01-10 22:56:43,dimanche à 04:00,NHL,SJS - San Jose Sharks,MIN - Minnesota Wild
Winamax,2025-01-15,2025-01-15T04:00:00Z,Vegas Golden Knights,New York Rangers,1.88,3.95,2.95,2025-01-10 22:56:43,dimanche à 04:00,NHL,VGK - Vegas Golden Knights,NYR - New York Rangers
Winamax,2025-01-15,2025-01-15T04:00:00Z,Calgary Flames,Los Angeles Kings,2.55,3.75,2.1,2025-01-10 22:56:43,dimanche à 04:00,NHL,CGY - Calgary Flames,LAK - Los Angeles Kings
Zebet,2025-01-11,2025-01-11T01:00:00Z,WAS Capitals,MON Canadiens,1.71,4.5,3.8,2025-01-10 22:56:43,Demain à 01h00,NHL,WSH - Washington Capitals,MTL - Montreal Canadiens
Zebet,2025-01-11,2025-01-11T01:00:00Z,CAR Hurricanes,VAN Canucks,1.94,4.15,3.2,2025-01-10 22:56:43,Demain à 01h00,NHL,CAR - Carolina Hurricanes,VAN - Vancouver Canucks
Zebet,2025-01-11,2025-01-11T01:00:00Z,DET Red Wings,CHI Blackhawks,1.88,4.2,3.35,2025-01-10 22:56:43,Demain à 01h00,NHL,DET - Detroit Red Wings,CHI - Chicago Black Hawks/Blackhawks
Zebet,2025-01-11,2025-01-11T02:00:00Z,WIN Jets,LA Kings,2.4,3.95,2.45,2025-01-10 22:56:43,Demain à 02h00,NHL,WPG - Winnipeg Jets,LAK - Los Angeles Kings
Zebet,2025-01-11,2025-01-11T03:00:00Z,UTA HockeyClub,SJ Sharks,1.58,4.45,4.5,2025-01-10 22:56:43,Demain à 03h00,NHL,UTA - Utah Hockey Club,SJS - San Jose Sharks
Zebet,2025-01-11,2025-01-11T19:00:00Z,FLO Panthers,BOS Bruins,1.85,4.15,3.25,2025-01-10 22:56:43,Demain à 19h00,NHL,FLA - Florida Panthers,BOS - Boston Bruins
Zebet,2025-01-11,2025-01-11T22:00:00Z,BUF Sabres,SEA Kraken,2.15,4.0,2.7,2025-01-10 22:56:43,Demain à 22h00,NHL,BUF - Buffalo Sabres,SEA - Seattle Kraken
Zebet,2025-01-11,2025-01-11T22:00:00Z,PIT Penguins,OTT Senators,2.45,3.95,2.35,2025-01-10 22:56:43,Demain à 22h00,NHL,PIT - Pittsburgh Penguins,OTT - Ottawa Senators
Zebet,2025-01-12,2025-01-12T01:00:00Z,CHI Blackhawks,EDM Oilers,4.65,4.45,1.51,2025-01-10 22:56:43,Le 12/01 à 01h00,NHL,CHI - Chicago Black Hawks/Blackhawks,EDM - Edmonton Oilers
Zebet,2025-01-12,2025-01-12T01:00:00Z,WIN Jets,CLR Avalanche,2.5,3.95,2.25,2025-01-10 22:56:43,Le 12/01 à 01h00,NHL,WPG - Winnipeg Jets,COL - Colorado Avalanche
Zebet,2025-01-12,2025-01-12T01:00:00Z,NJ Devils,TB Lightning,1.95,4.05,2.9,2025-01-10 22:56:43,Le 12/01 à 01h00,NHL,NJD - New Jersey Devils,TBL - Tampa Bay Lightning
Zebet,2025-01-12,2025-01-12T01:00:00Z,MON Canadiens,DAL Stars,3.4,4.15,1.77,2025-01-10 22:56:43,Le 12/01 à 01h00,NHL,MTL - Montreal Canadiens,DAL - Dallas Stars
Zebet,2025-01-12,2025-01-12T01:00:00Z,PHI Flyers,ANA Ducks,1.75,4.2,3.45,2025-01-10 22:56:43,Le 12/01 à 01h00,NHL,PHI - Philadelphia Flyers,ANA - Mighty Ducks of Anaheim/Anaheim Ducks
Zebet,2025-01-12,2025-01-12T01:00:00Z,TOR MapleLeafs,VAN Canucks,1.82,4.0,3.35,2025-01-10 22:56:43,Le 12/01 à 01h00,NHL,TOR - Toronto Maple Leafs,VAN - Vancouver Canucks
Zebet,2025-01-12,2025-01-12T01:00:00Z,STL Blues,CLB BJackets,1.95,4.0,2.95,2025-01-10 22:56:43,Le 12/01 à 01h00,NHL,STL - St. Louis Blues,CBJ - Columbus Blue Jackets
Zebet,2025-01-12,2025-01-12T02:00:00Z,NAS Predators,WAS Capitals,2.15,3.9,2.6,2025-01-10 22:56:43,Le 12/01 à 02h00,NHL,NSH - Nashville Predators,WSH - Washington Capitals
Zebet,2025-01-12,2025-01-12T03:00:00Z,UTA HockeyClub,NY Islanders,2.2,3.95,2.55,2025-01-10 22:56:43,Le 12/01 à 03h00,NHL,UTA - Utah Hockey Club,NYI - New York Islanders
Zebet,2025-01-12,2025-01-12T04:00:00Z,VEG GKnights,NY Rangers,1.91,4.05,3.05,2025-01-10 22:56:43,Le 12/01 à 04h00,NHL,VGK - Vegas Golden Knights,NYR - New York Rangers
Zebet,2025-01-12,2025-01-12T04:00:00Z,SJ Sharks,MIN Wild,3.1,4.05,1.89,2025-01-10 22:56:43,Le 12/01 à 04h00,NHL,SJS - San Jose Sharks,MIN - Minnesota Wild
Zebet,2025-01-12,2025-01-12T04:00:00Z,CAL Flames,LA Kings,2.65,3.9,2.15,2025-01-10 22:56:43,Le 12/01 à 04h00,NHL,CGY - Calgary Flames,LAK - Los Angeles Kings
Zebet,2025-01-11,2025-01-11T01:00:00Z,WAS Capitals,MON Canadiens,1.71,4.5,3.8,2025-01-10 23:48:13,Demain à 01h00,NHL,WSH - Washington Capitals,MTL - Montreal Canadiens
Zebet,2025-01-11,2025-01-11T01:00:00Z,CAR Hurricanes,VAN Canucks,1.92,4.2,3.2,2025-01-10 23:48:13,Demain à 01h00,NHL,CAR - Carolina Hurricanes,VAN - Vancouver Canucks
Zebet,2025-01-11,2025-01-11T01:00:00Z,DET Red Wings,CHI Blackhawks,1.88,4.2,3.35,2025-01-10 23:48:13,Demain à 01h00,NHL,DET - Detroit Red Wings,CHI - Chicago Black Hawks/Blackhawks
Zebet,2025-01-11,2025-01-11T02:00:00Z,WIN Jets,LA Kings,2.4,3.95,2.45,2025-01-10 23:48:13,Demain à 02h00,NHL,WPG - Winnipeg Jets,LAK - Los Angeles Kings
Zebet,2025-01-11,2025-01-11T03:00:00Z,UTA HockeyClub,SJ Sharks,1.57,4.5,4.6,2025-01-10 23:48:13,Demain à 03h00,NHL,UTA - Utah Hockey Club,SJS - San Jose Sharks
Zebet,2025-01-11,2025-01-11T19:00:00Z,FLO Panthers,BOS Bruins,1.85,4.15,3.25,2025-01-10 23:48:13,Demain à 19h00,NHL,FLA - Florida Panthers,BOS - Boston Bruins
Zebet,2025-01-11,2025-01-11T22:00:00Z,BUF Sabres,SEA Kraken,2.15,4.0,2.7,2025-01-10 23:48:13,Demain à 22h00,NHL,BUF - Buffalo Sabres,SEA - Seattle Kraken
Zebet,2025-01-11,2025-01-11T22:00:00Z,PIT Penguins,OTT Senators,2.45,3.95,2.35,2025-01-10 23:48:13,Demain à 22h00,NHL,PIT - Pittsburgh Penguins,OTT - Ottawa Senators
Zebet,2025-01-12,2025-01-12T01:00:00Z,CHI Blackhawks,EDM Oilers,4.15,4.55,1.57,2025-01-10 23:48:13,Le 12/01 à 01h00,NHL,CHI - Chicago Black Hawks/Blackhawks,EDM - Edmonton Oilers
Zebet,2025-01-12,2025-01-12T01:00:00Z,WIN Jets,CLR Avalanche,2.5,3.9,2.25,2025-01-10 23:48:14,Le 12/01 à 01h00,NHL,WPG - Winnipeg Jets,COL - Colorado Avalanche
Zebet,2025-01-12,2025-01-12T01:00:00Z,NJ Devils,TB Lightning,1.95,4.05,2.9,2025-01-10 23:48:14,Le 12/01 à 01h00,NHL,NJD - New Jersey Devils,TBL - Tampa Bay Lightning
Zebet,2025-01-12,2025-01-12T01:00:00Z,MON Canadiens,DAL Stars,3.4,4.15,1.77,2025-01-10 23:48:14,Le 12/01 à 01h00,NHL,MTL - Montreal Canadiens,DAL - Dallas Stars
Zebet,2025-01-12,2025-01-12T01:00:00Z,PHI Flyers,ANA Ducks,1.76,4.15,3.45,2025-01-10 23:48:14,Le 12/01 à 01h00,NHL,PHI - Philadelphia Flyers,ANA - Mighty Ducks of Anaheim/Anaheim Ducks
Zebet,2025-01-12,2025-01-12T01:00:00Z,TOR MapleLeafs,VAN Canucks,1.82,4.0,3.35,2025-01-10 23:48:14,Le 12/01 à 01h00,NHL,TOR - Toronto Maple Leafs,VAN - Vancouver Canucks
Zebet,2025-01-12,2025-01-12T01:00:00Z,STL Blues,CLB BJackets,1.94,4.05,3.0,2025-01-10 23:48:14,Le 12/01 à 01h00,NHL,STL - St. Louis Blues,CBJ - Columbus Blue Jackets
Zebet,2025-01-12,2025-01-12T02:00:00Z,NAS Predators,WAS Capitals,2.2,3.9,2.55,2025-01-10 23:48:14,Le 12/01 à 02h00,NHL,NSH - Nashville Predators,WSH - Washington Capitals
Zebet,2025-01-12,2025-01-12T03:00:00Z,UTA HockeyClub,NY Islanders,2.2,3.9,2.6,2025-01-10 23:48:14,Le 12/01 à 03h00,NHL,UTA - Utah Hockey Club,NYI - New York Islanders
Zebet,2025-01-12,2025-01-12T04:00:00Z,VEG GKnights,NY Rangers,1.91,4.05,3.05,2025-01-10 23:48:14,Le 12/01 à 04h00,NHL,VGK - Vegas Golden Knights,NYR - New York Rangers
Zebet,2025-01-12,2025-01-12T04:00:00Z,SJ Sharks,MIN Wild,3.1,4.05,1.89,2025-01-10 23:48:14,Le 12/01 à 04h00,NHL,SJS - San Jose Sharks,MIN - Minnesota Wild
Zebet,2025-01-12,2025-01-12T04:00:00Z,CAL Flames,LA Kings,2.6,3.9,2.2,2025-01-10 23:48:14,Le 12/01 à 04h00,NHL,CGY - Calgary Flames,LAK - Los Angeles Kings
Netbet,2025-01-11,2025-01-11T01:00:00Z,Carolina Hurricanes,Vancouver Canucks,1.88,4.1,3.15,2025-01-11 00:05:58, LIVE dans 55 min,NHL,CAR - Carolina Hurricanes,VAN - Vancouver Canucks
Netbet,2025-01-11,2025-01-11T01:00:00Z,Detroit Red Wings,Chicago Blackhawks,1.85,4.1,3.25,2025-01-11 00:05:58, LIVE dans 55 min,NHL,DET - Detroit Red Wings,CHI - Chicago Black Hawks/Blackhawks
Netbet,2025-01-11,2025-01-11T01:00:00Z,Washington Capitals,Montreal Canadiens,1.68,4.4,3.65,2025-01-11 00:05:58, LIVE dans 55 min,NHL,WSH - Washington Capitals,MTL - Montreal Canadiens
Netbet,2025-01-11,2025-01-11T02:00:00Z,Winnipeg Jets,Los Angeles Kings,2.37,3.9,2.4,2025-01-11 00:05:58,sam. 11 janv. 02:00,NHL,WPG - Winnipeg Jets,LAK - Los Angeles Kings
Netbet,2025-01-11,2025-01-11T03:00:00Z,Utah Hockey Club,San Jose Sharks,1.55,4.6,4.3,2025-01-11 00:05:58,sam. 11 janv. 03:00,NHL,UTA - Utah Hockey Club,SJS - San Jose Sharks
Netbet,2025-01-11,2025-01-11T19:00:00Z,Florida Panthers,Boston Bruins,1.85,4.1,3.25,2025-01-11 00:05:58,sam. 11 janv. 19:00,NHL,FLA - Florida Panthers,BOS - Boston Bruins
Netbet,2025-01-11,2025-01-11T22:00:00Z,Buffalo Sabres,Seattle Kraken,2.15,3.95,2.67,2025-01-11 00:05:58,sam. 11 janv. 22:00,NHL,BUF - Buffalo Sabres,SEA - Seattle Kraken
Netbet,2025-01-11,2025-01-11T22:00:00Z,Pittsburgh Penguins,Ottawa Senators,2.45,3.9,2.35,2025-01-11 00:05:58,sam. 11 janv. 22:00,NHL,PIT - Pittsburgh Penguins,OTT - Ottawa Senators
Netbet,2025-01-13,2025-01-14T01:00:00Z,Philadelphia Flyers,Florida Panthers,3.05,4.1,1.92,2025-01-13 13:20:28,mar. 14 janv. 01:00,NHL,PHI - Philadelphia Flyers,FLA - Florida Panthers
Netbet,2025-01-13,2025-01-14T01:30:00Z,Chicago Blackhawks,Calgary Flames,2.7,4.0,2.1,2025-01-13 13:20:28,mar. 14 janv. 01:30,NHL,CHI - Chicago Black Hawks/Blackhawks,CGY - Calgary Flames
Netbet,2025-01-13,2025-01-14T03:30:00Z,Edmonton Oilers,Los Angeles Kings,1.85,4.1,3.25,2025-01-13 13:20:28,mar. 14 janv. 03:30,NHL,EDM - Edmonton Oilers,LAK - Los Angeles Kings
Zebet,2025-01-14,2025-01-14T01:00:00Z,PHI Flyers,FLO Panthers,3.05,4.2,1.95,2025-01-13 15:15:46,Demain à 01h00,NHL,PHI - Philadelphia Flyers,FLA - Florida Panthers
Zebet,2025-01-14,2025-01-14T01:30:00Z,CHI Blackhawks,CAL Flames,2.75,4.05,2.15,2025-01-13 15:15:46,Demain à 01h30,NHL,CHI - Chicago Black Hawks/Blackhawks,CGY - Calgary Flames
Zebet,2025-01-14,2025-01-14T03:30:00Z,EDM Oilers,LA Kings,1.87,4.1,3.2,2025-01-13 15:15:46,Demain à 03h30,NHL,EDM - Edmonton Oilers,LAK - Los Angeles Kings
Netbet,2025-01-13,2025-01-14T01:00:00Z,Philadelphia Flyers,Florida Panthers,3.05,4.1,1.92,2025-01-13 15:16:23,mar. 14 janv. 01:00,NHL,PHI - Philadelphia Flyers,FLA - Florida Panthers
Netbet,2025-01-13,2025-01-14T01:30:00Z,Chicago Blackhawks,Calgary Flames,2.7,4.0,2.1,2025-01-13 15:16:23,mar. 14 janv. 01:30,NHL,CHI - Chicago Black Hawks/Blackhawks,CGY - Calgary Flames
Netbet,2025-01-13,2025-01-14T03:30:00Z,Edmonton Oilers,Los Angeles Kings,1.85,4.1,3.25,2025-01-13 15:16:23,mar. 14 janv. 03:30,NHL,EDM - Edmonton Oilers,LAK - Los Angeles Kings
